city,date,temperature_max_celsius,temperature_min_celsius,humidity_max_percent,humidity_min_percent,precipitation_mm,wind_speed_kmh
El Jadida,2023-01-13,18.2,10.2,93,75,0.0,20.1
El Jadida,2023-01-14,18.0,12.9,96,68,0.0,18.2
El Jadida,2023-01-15,17.9,10.8,97,71,0.0,16.8
El Jadida,2023-01-16,16.6,10.7,91,69,0.4,25.4
El Jadida,2023-01-17,16.8,11.1,93,62,2.2,18.1
El Jadida,2023-01-18,17.0,13.7,90,61,2.3,23.9
El Jadida,2023-01-19,16.3,9.8,87,52,0.2,27.7
El Jadida,2023-01-20,16.5,9.3,88,63,0.0,17.0
El Jadida,2023-01-21,18.0,10.7,94,70,0.5,18.4
El Jadida,2023-01-22,17.7,10.8,98,65,0.3,25.7
El Jadida,2023-01-23,17.0,13.4,75,56,0.0,25.9
El Jadida,2023-01-24,15.5,7.8,86,51,0.0,20.3
El Jadida,2023-01-25,14.4,11.3,82,55,0.5,22.6
El Jadida,2023-01-26,15.6,7.6,82,52,0.1,20.2
El Jadida,2023-01-27,15.1,10.9,92,55,8.3,26.9
El Jadida,2023-01-28,15.6,10.0,82,44,0.3,24.7
El Jadida,2023-01-29,14.4,7.7,82,51,0.0,12.9
El Jadida,2023-01-30,14.6,4.6,91,54,0.2,10.2
El Jadida,2023-01-31,18.8,6.7,88,31,0.1,13.2
El Jadida,2023-02-01,16.5,8.0,86,62,0.2,11.1
El Jadida,2023-02-02,15.8,6.8,96,59,0.0,17.6
El Jadida,2023-02-03,15.7,5.4,82,49,0.0,15.6
El Jadida,2023-02-04,16.0,5.6,90,68,0.0,16.4
El Jadida,2023-02-05,16.2,6.7,94,65,0.0,10.6
El Jadida,2023-02-06,16.5,7.7,98,74,0.0,10.7
El Jadida,2023-02-07,16.2,8.9,95,70,0.2,16.9
El Jadida,2023-02-08,16.1,11.9,92,69,4.4,20.9
El Jadida,2023-02-09,18.9,9.8,91,56,0.0,21.3
El Jadida,2023-02-10,18.5,11.4,93,61,0.8,14.2
El Jadida,2023-02-11,21.0,11.2,94,41,1.6,16.0
El Jadida,2023-02-12,19.5,12.4,85,50,0.2,17.8
El Jadida,2023-02-13,19.4,10.3,92,55,0.0,15.6
El Jadida,2023-02-14,19.5,13.4,96,68,6.1,22.6
El Jadida,2023-02-15,15.2,10.6,92,70,12.1,19.0
El Jadida,2023-02-16,17.0,8.9,94,75,10.4,24.0
El Jadida,2023-02-17,18.1,12.2,92,71,0.9,16.9
El Jadida,2023-02-18,19.8,10.4,94,58,0.0,30.8
El Jadida,2023-02-19,20.0,12.1,93,67,0.1,14.7
El Jadida,2023-02-20,20.0,10.0,95,66,2.2,12.3
El Jadida,2023-02-21,18.4,12.1,100,82,0.0,23.2
El Jadida,2023-02-22,17.9,14.9,94,76,0.1,21.4
El Jadida,2023-02-23,17.2,13.6,94,65,2.2,29.9
El Jadida,2023-02-24,15.6,11.4,78,54,0.6,23.8
El Jadida,2023-02-25,16.2,11.6,77,57,0.9,26.3
El Jadida,2023-02-26,17.2,12.6,93,74,22.1,32.1
El Jadida,2023-02-27,17.1,11.8,90,57,2.8,24.2
El Jadida,2023-02-28,16.6,12.0,90,78,3.9,19.9
El Jadida,2023-03-01,16.6,11.8,86,58,0.1,15.3
El Jadida,2023-03-02,16.9,12.9,94,70,2.2,13.8
El Jadida,2023-03-03,17.6,13.2,95,78,3.0,19.2
El Jadida,2023-03-04,17.0,9.8,90,62,0.0,17.7
El Jadida,2023-03-05,17.5,8.4,95,67,0.0,12.5
El Jadida,2023-03-06,19.3,10.6,96,71,0.0,16.2
El Jadida,2023-03-07,20.1,14.1,100,77,0.0,13.1
El Jadida,2023-03-08,19.0,14.0,99,78,0.0,10.6
El Jadida,2023-03-09,19.4,14.1,100,81,0.0,14.4
El Jadida,2023-03-10,19.9,15.4,97,76,0.0,29.4
El Jadida,2023-03-11,19.9,14.1,94,69,0.0,30.3
El Jadida,2023-03-12,20.7,14.9,94,74,0.0,22.7
El Jadida,2023-03-13,19.5,12.8,99,72,0.0,21.1
El Jadida,2023-03-14,18.6,15.0,91,74,0.0,33.5
El Jadida,2023-03-15,19.0,12.3,96,68,0.0,21.0
El Jadida,2023-03-16,18.5,10.9,100,75,0.0,12.9
El Jadida,2023-03-17,18.4,13.1,93,73,0.3,22.5
El Jadida,2023-03-18,18.5,14.0,78,56,0.1,22.8
El Jadida,2023-03-19,18.6,13.7,89,67,0.0,24.5
El Jadida,2023-03-20,19.4,14.1,93,58,0.0,25.8
El Jadida,2023-03-21,19.8,12.0,98,71,0.0,19.9
El Jadida,2023-03-22,19.5,13.4,96,70,0.0,18.6
El Jadida,2023-03-23,19.5,14.9,98,74,0.0,18.0
El Jadida,2023-03-24,19.2,14.3,99,70,0.0,26.3
El Jadida,2023-03-25,19.9,14.8,96,69,0.0,24.7
El Jadida,2023-03-26,20.5,15.7,96,72,0.0,28.8
El Jadida,2023-03-27,20.8,14.6,96,74,0.0,23.4
El Jadida,2023-03-28,20.1,12.8,99,77,0.0,18.5
El Jadida,2023-03-29,23.0,13.1,97,70,0.0,16.1
El Jadida,2023-03-30,23.7,13.6,100,63,0.0,23.3
El Jadida,2023-03-31,20.8,16.1,94,70,0.0,27.4
El Jadida,2023-04-01,20.5,16.5,94,71,0.0,29.7
El Jadida,2023-04-02,20.4,16.1,93,70,0.3,30.0
El Jadida,2023-04-03,20.7,13.4,96,65,0.0,21.3
El Jadida,2023-04-04,16.5,13.9,93,63,4.4,25.5
El Jadida,2023-04-05,19.8,13.5,93,60,11.8,34.7
El Jadida,2023-04-06,20.1,12.8,97,62,0.0,28.5
El Jadida,2023-04-07,20.0,13.4,100,77,0.0,14.8
El Jadida,2023-04-08,20.6,14.4,100,78,0.0,21.3
El Jadida,2023-04-09,22.6,13.8,91,61,0.0,19.5
El Jadida,2023-04-10,20.5,14.2,97,76,0.0,26.2
El Jadida,2023-04-11,20.5,14.8,97,76,0.0,21.1
El Jadida,2023-04-12,19.8,14.9,97,67,0.0,22.7
El Jadida,2023-04-13,18.6,14.9,83,66,1.3,29.6
El Jadida,2023-04-14,19.8,13.8,86,65,0.0,32.5
El Jadida,2023-04-15,20.5,14.1,93,68,0.0,31.0
El Jadida,2023-04-16,21.4,12.1,92,65,0.0,22.1
El Jadida,2023-04-17,20.2,12.4,100,84,0.0,12.0
El Jadida,2023-04-18,20.5,13.9,100,77,0.0,16.7
El Jadida,2023-04-19,21.0,16.6,97,72,0.2,19.2
El Jadida,2023-04-20,20.4,15.1,96,65,0.2,16.7
El Jadida,2023-04-21,20.1,14.2,97,56,0.1,16.3
El Jadida,2023-04-22,20.8,14.1,96,66,0.0,23.0
El Jadida,2023-04-23,20.8,16.2,86,61,0.0,27.2
El Jadida,2023-04-24,22.3,14.9,92,64,0.0,24.3
El Jadida,2023-04-25,23.9,16.3,86,55,0.0,23.2
El Jadida,2023-04-26,26.2,17.5,94,51,0.0,16.9
El Jadida,2023-04-27,25.2,15.8,97,65,0.0,16.9
El Jadida,2023-04-28,22.0,17.5,99,74,0.0,17.0
El Jadida,2023-04-29,23.5,17.6,100,57,0.0,25.0
El Jadida,2023-04-30,22.4,18.1,95,69,0.0,24.2
El Jadida,2023-05-01,22.1,17.2,96,70,0.0,24.8
El Jadida,2023-05-02,24.2,16.4,100,68,0.0,16.8
El Jadida,2023-05-03,22.8,17.1,100,69,0.0,17.3
El Jadida,2023-05-04,22.5,18.5,98,72,0.7,27.0
El Jadida,2023-05-05,22.0,17.9,92,64,0.0,25.9
El Jadida,2023-05-06,22.1,17.6,88,58,0.1,21.6
El Jadida,2023-05-07,21.9,18.2,92,64,0.0,32.7
El Jadida,2023-05-08,23.0,17.6,94,69,0.0,26.9
El Jadida,2023-05-09,23.0,18.4,96,69,0.0,31.4
El Jadida,2023-05-10,22.9,18.3,96,70,0.0,29.3
El Jadida,2023-05-11,21.8,17.4,94,68,0.0,25.4
El Jadida,2023-05-12,22.6,16.2,96,66,0.0,28.3
El Jadida,2023-05-13,23.0,15.9,93,56,0.0,28.8
El Jadida,2023-05-14,22.4,15.1,97,66,0.0,22.7
El Jadida,2023-05-15,21.5,16.7,96,62,0.0,23.8
El Jadida,2023-05-16,21.1,16.8,95,64,0.0,20.6
El Jadida,2023-05-17,21.2,17.4,86,65,3.7,26.9
El Jadida,2023-05-18,20.6,14.1,96,68,2.9,22.1
El Jadida,2023-05-19,21.5,15.6,99,63,0.6,16.3
El Jadida,2023-05-20,21.2,15.9,96,60,0.0,20.1
El Jadida,2023-05-21,19.6,15.4,88,63,5.5,27.9
El Jadida,2023-05-22,20.9,15.0,87,52,0.8,22.1
El Jadida,2023-05-23,21.1,15.6,91,60,1.0,19.6
El Jadida,2023-05-24,21.8,15.3,96,65,0.9,18.1
El Jadida,2023-05-25,22.4,16.4,98,63,0.0,19.1
El Jadida,2023-05-26,22.0,16.4,97,65,0.0,17.1
El Jadida,2023-05-27,21.6,17.5,91,64,3.2,15.3
El Jadida,2023-05-28,22.8,16.9,88,58,0.6,14.8
El Jadida,2023-05-29,22.9,16.6,93,59,0.1,17.7
El Jadida,2023-05-30,22.8,16.5,92,65,1.7,15.0
El Jadida,2023-05-31,23.4,17.8,93,60,0.0,22.8
El Jadida,2023-06-01,23.2,18.8,89,57,0.0,17.9
El Jadida,2023-06-02,23.9,18.3,90,59,0.0,18.7
El Jadida,2023-06-03,23.5,17.9,94,62,0.0,22.0
El Jadida,2023-06-04,23.5,19.2,91,57,0.0,20.6
El Jadida,2023-06-05,23.5,18.0,91,60,0.1,18.0
El Jadida,2023-06-06,24.8,19.7,96,69,0.0,15.4
El Jadida,2023-06-07,25.5,20.1,92,57,0.3,21.8
El Jadida,2023-06-08,24.5,20.3,96,65,1.3,30.8
El Jadida,2023-06-09,23.7,19.5,92,62,0.9,18.6
El Jadida,2023-06-10,24.2,18.5,87,53,0.0,18.8
El Jadida,2023-06-11,24.3,18.4,97,60,0.0,18.8
El Jadida,2023-06-12,24.5,18.6,92,61,0.3,17.8
El Jadida,2023-06-13,23.5,20.4,89,56,0.7,23.9
El Jadida,2023-06-14,24.1,20.6,85,54,0.0,29.8
El Jadida,2023-06-15,25.4,19.7,95,65,0.0,21.4
El Jadida,2023-06-16,25.9,19.6,96,65,0.0,16.8
El Jadida,2023-06-17,25.2,19.8,95,70,0.0,22.2
El Jadida,2023-06-18,24.5,20.5,92,64,0.0,19.2
El Jadida,2023-06-19,24.3,18.9,97,66,0.2,19.5
El Jadida,2023-06-20,24.5,19.7,89,62,0.0,20.5
El Jadida,2023-06-21,25.4,19.6,93,57,0.0,17.0
El Jadida,2023-06-22,25.5,21.0,88,62,0.0,26.9
El Jadida,2023-06-23,26.3,21.3,97,65,0.0,17.3
El Jadida,2023-06-24,26.3,21.3,99,71,0.0,17.7
El Jadida,2023-06-25,27.8,21.4,100,70,0.0,19.5
El Jadida,2023-06-26,35.2,22.0,97,34,0.0,28.4
El Jadida,2023-06-27,30.1,23.1,88,55,0.0,26.0
El Jadida,2023-06-28,26.7,19.9,98,67,0.0,18.5
El Jadida,2023-06-29,26.4,21.5,95,67,0.0,21.6
El Jadida,2023-06-30,25.4,21.5,90,60,0.0,24.1
El Jadida,2023-07-01,25.5,19.2,98,66,0.0,17.3
El Jadida,2023-07-02,26.5,21.3,98,66,0.1,20.3
El Jadida,2023-07-03,26.2,21.4,98,65,0.0,19.6
El Jadida,2023-07-04,26.0,21.5,95,65,0.0,21.6
El Jadida,2023-07-05,26.5,21.2,94,62,0.0,22.5
El Jadida,2023-07-06,25.7,21.4,90,62,0.0,20.8
El Jadida,2023-07-07,25.1,21.5,84,53,0.0,18.9
El Jadida,2023-07-08,25.9,21.2,80,55,0.0,26.0
El Jadida,2023-07-09,26.5,21.8,83,64,0.0,28.1
El Jadida,2023-07-10,27.2,21.6,94,64,0.0,22.0
El Jadida,2023-07-11,26.2,21.0,96,68,0.0,23.2
El Jadida,2023-07-12,26.2,21.4,97,67,0.0,26.7
El Jadida,2023-07-13,27.0,20.7,98,63,0.0,21.8
El Jadida,2023-07-14,26.0,20.0,95,67,0.0,23.4
El Jadida,2023-07-15,26.5,21.1,93,58,0.3,30.1
El Jadida,2023-07-16,26.0,21.3,82,64,0.0,30.9
El Jadida,2023-07-17,25.9,20.7,94,65,0.0,17.6
El Jadida,2023-07-18,27.2,20.8,97,68,0.0,23.8
El Jadida,2023-07-19,26.6,21.7,98,64,0.0,22.0
El Jadida,2023-07-20,25.1,21.4,94,64,0.0,24.6
El Jadida,2023-07-21,25.0,21.0,88,62,0.0,29.9
El Jadida,2023-07-22,24.5,21.0,85,62,0.0,27.0
El Jadida,2023-07-23,24.8,20.8,88,65,0.0,22.8
El Jadida,2023-07-24,24.9,20.5,91,60,0.0,23.3
El Jadida,2023-07-25,24.3,20.1,89,62,0.2,24.5
El Jadida,2023-07-26,23.9,19.1,90,58,0.0,18.7
El Jadida,2023-07-27,24.9,19.4,81,56,0.0,25.4
El Jadida,2023-07-28,25.3,20.9,91,59,0.0,26.4
El Jadida,2023-07-29,25.6,20.8,97,67,0.0,20.9
El Jadida,2023-07-30,25.7,21.3,97,71,0.0,23.1
El Jadida,2023-07-31,26.3,20.4,97,63,0.0,28.4
El Jadida,2023-08-01,25.2,20.5,95,64,0.0,25.4
El Jadida,2023-08-02,25.1,20.8,91,69,0.4,24.7
El Jadida,2023-08-03,24.9,20.8,93,68,1.4,27.0
El Jadida,2023-08-04,25.0,19.2,95,65,0.0,26.5
El Jadida,2023-08-05,27.6,19.1,95,64,0.0,23.4
El Jadida,2023-08-06,25.1,19.8,97,70,0.0,26.6
El Jadida,2023-08-07,24.1,19.1,96,72,0.0,21.8
El Jadida,2023-08-08,25.3,19.2,100,72,0.0,15.8
El Jadida,2023-08-09,26.1,21.5,99,73,0.0,25.7
El Jadida,2023-08-10,26.8,21.4,97,70,0.0,27.9
El Jadida,2023-08-11,29.6,22.3,86,49,0.0,28.3
El Jadida,2023-08-12,29.2,22.5,87,56,0.0,29.7
El Jadida,2023-08-13,28.0,21.9,93,64,0.0,32.4
El Jadida,2023-08-14,26.0,21.4,92,63,0.0,24.5
El Jadida,2023-08-15,25.6,20.9,94,64,0.0,19.8
El Jadida,2023-08-16,25.6,20.8,95,65,0.0,22.3
El Jadida,2023-08-17,25.5,20.5,95,65,0.0,20.2
El Jadida,2023-08-18,26.1,20.8,97,63,0.0,25.1
El Jadida,2023-08-19,26.5,21.4,98,65,0.0,26.7
El Jadida,2023-08-20,28.3,22.0,95,57,0.0,26.4
El Jadida,2023-08-21,31.8,20.1,96,49,0.0,22.2
El Jadida,2023-08-22,29.5,20.8,96,61,0.0,18.7
El Jadida,2023-08-23,27.3,21.1,100,76,0.0,13.2
El Jadida,2023-08-24,30.4,22.4,100,56,0.0,22.3
El Jadida,2023-08-25,34.6,22.9,96,23,0.0,17.7
El Jadida,2023-08-26,26.4,20.5,100,74,0.0,24.8
El Jadida,2023-08-27,25.4,21.6,88,55,0.0,29.2
El Jadida,2023-08-28,26.4,18.3,90,60,0.0,28.8
El Jadida,2023-08-29,26.4,19.1,97,66,0.0,25.1
El Jadida,2023-08-30,25.6,19.4,96,64,0.0,23.5
El Jadida,2023-08-31,24.9,19.4,96,61,0.0,14.3
El Jadida,2023-09-01,25.0,19.0,98,62,0.3,17.6
El Jadida,2023-09-02,24.5,19.9,93,61,5.8,19.6
El Jadida,2023-09-03,23.6,17.9,90,61,0.5,20.9
El Jadida,2023-09-04,25.1,18.8,91,56,0.0,27.9
El Jadida,2023-09-05,24.9,18.2,94,56,0.0,16.5
El Jadida,2023-09-06,26.0,18.6,97,60,0.0,19.9
El Jadida,2023-09-07,25.9,19.5,100,66,0.0,16.8
El Jadida,2023-09-08,25.4,17.8,99,61,0.1,13.2
El Jadida,2023-09-09,25.9,20.5,98,63,0.2,18.0
El Jadida,2023-09-10,25.2,20.6,97,66,0.0,18.3
El Jadida,2023-09-11,25.0,20.4,97,67,0.0,16.0
El Jadida,2023-09-12,25.9,20.8,89,59,0.2,20.9
El Jadida,2023-09-13,25.5,20.9,84,56,0.0,20.2
El Jadida,2023-09-14,25.5,21.2,90,64,0.0,20.4
El Jadida,2023-09-15,25.6,21.5,91,61,0.2,18.9
El Jadida,2023-09-16,25.7,18.7,94,57,0.0,20.0
El Jadida,2023-09-17,24.0,19.5,93,60,3.5,14.6
El Jadida,2023-09-18,24.6,19.1,80,50,0.0,20.9
El Jadida,2023-09-19,24.3,20.0,82,53,0.3,20.9
El Jadida,2023-09-20,24.6,16.6,88,55,0.0,18.0
El Jadida,2023-09-21,25.0,17.7,92,50,0.0,16.2
El Jadida,2023-09-22,23.6,19.5,82,61,0.4,23.8
El Jadida,2023-09-23,24.8,19.2,77,54,0.0,25.6
El Jadida,2023-09-24,25.2,18.9,96,60,0.0,15.5
El Jadida,2023-09-25,24.7,19.4,97,66,0.0,14.7
El Jadida,2023-09-26,24.6,19.7,98,67,0.2,18.4
El Jadida,2023-09-27,25.0,19.6,96,66,0.0,17.3
El Jadida,2023-09-28,25.8,20.1,98,68,0.0,18.5
El Jadida,2023-09-29,26.2,20.0,100,67,0.0,11.1
El Jadida,2023-09-30,27.1,18.8,100,55,0.0,13.2
El Jadida,2023-10-01,26.1,18.2,100,60,0.0,16.2
El Jadida,2023-10-02,24.9,17.3,100,72,0.0,13.2
El Jadida,2023-10-03,25.8,19.5,100,72,0.0,14.5
El Jadida,2023-10-04,26.6,18.5,100,66,0.0,16.7
El Jadida,2023-10-05,26.4,18.5,100,71,0.0,12.7
El Jadida,2023-10-06,29.3,19.2,100,51,0.0,14.3
El Jadida,2023-10-07,31.8,17.8,92,30,0.0,18.6
El Jadida,2023-10-08,28.6,16.4,100,45,0.0,12.0
El Jadida,2023-10-09,27.5,17.8,100,55,0.0,12.9
El Jadida,2023-10-10,25.0,18.9,100,70,0.0,12.8
El Jadida,2023-10-11,25.0,19.4,98,67,0.0,15.2
El Jadida,2023-10-12,24.5,18.0,97,62,0.0,12.4
El Jadida,2023-10-13,25.5,17.2,99,54,0.0,13.0
El Jadida,2023-10-14,32.3,19.7,95,25,0.5,23.4
El Jadida,2023-10-15,28.9,20.8,93,41,0.8,16.6
El Jadida,2023-10-16,26.2,18.3,99,59,0.7,12.1
El Jadida,2023-10-17,27.2,21.4,96,48,0.0,32.1
El Jadida,2023-10-18,25.4,20.8,97,62,0.0,22.6
El Jadida,2023-10-19,25.0,19.5,91,62,6.7,46.4
El Jadida,2023-10-20,23.4,18.4,90,50,5.2,22.8
El Jadida,2023-10-21,23.0,15.9,89,52,0.1,14.6
El Jadida,2023-10-22,23.5,18.0,90,60,13.8,61.8
El Jadida,2023-10-23,20.1,16.8,92,71,14.3,21.9
El Jadida,2023-10-24,22.5,14.4,93,56,0.1,13.8
El Jadida,2023-10-25,23.4,13.9,93,56,0.0,12.3
El Jadida,2023-10-26,22.9,15.4,96,74,0.0,12.3
El Jadida,2023-10-27,22.1,19.1,96,79,1.8,15.1
El Jadida,2023-10-28,22.8,17.3,91,55,0.0,14.1
El Jadida,2023-10-29,22.8,14.9,90,57,0.6,22.5
El Jadida,2023-10-30,23.3,19.0,93,71,2.2,29.5
El Jadida,2023-10-31,23.9,18.5,92,72,1.3,19.6
El Jadida,2023-11-01,23.4,18.7,98,72,0.1,17.9
El Jadida,2023-11-02,23.0,16.7,97,67,0.3,18.0
El Jadida,2023-11-03,22.6,19.0,94,51,1.8,15.0
El Jadida,2023-11-04,22.2,14.2,92,59,0.0,9.6
El Jadida,2023-11-05,20.8,15.8,92,71,1.3,22.4
El Jadida,2023-11-06,20.1,17.0,84,61,1.6,26.5
El Jadida,2023-11-07,19.9,15.6,71,51,0.0,32.9
El Jadida,2023-11-08,20.5,12.4,76,57,0.0,28.6
El Jadida,2023-11-09,21.0,14.8,88,61,0.0,18.5
El Jadida,2023-11-10,22.6,15.6,95,70,0.0,15.7
El Jadida,2023-11-11,23.1,16.9,97,70,0.0,24.3
El Jadida,2023-11-12,21.6,17.4,98,64,0.0,26.3
El Jadida,2023-11-13,25.1,14.9,93,51,0.0,14.3
El Jadida,2023-11-14,24.5,12.0,99,56,0.0,13.8
El Jadida,2023-11-15,22.9,15.1,100,55,0.0,18.0
El Jadida,2023-11-16,22.3,15.3,97,71,0.0,21.0
El Jadida,2023-11-17,22.0,14.2,99,67,0.0,17.6
El Jadida,2023-11-18,21.4,14.4,100,70,0.0,12.3
El Jadida,2023-11-19,19.6,14.8,100,71,0.0,9.6
El Jadida,2023-11-20,20.0,13.4,100,67,0.0,9.7
El Jadida,2023-11-21,21.5,15.7,99,63,0.0,15.9
El Jadida,2023-11-22,20.3,12.9,95,49,0.1,19.1
El Jadida,2023-11-23,19.4,10.4,92,50,0.0,19.7
El Jadida,2023-11-24,20.0,10.9,88,58,0.0,12.5
El Jadida,2023-11-25,19.4,11.4,93,54,0.0,14.8
El Jadida,2023-11-26,20.5,8.9,91,49,0.0,11.5
El Jadida,2023-11-27,20.6,9.9,91,51,0.0,9.9
El Jadida,2023-11-28,20.7,11.5,92,57,0.0,12.6
El Jadida,2023-11-29,21.8,12.3,93,55,0.0,16.1
El Jadida,2023-11-30,21.0,14.1,92,51,0.0,25.5
El Jadida,2023-12-01,19.8,16.6,90,36,15.2,38.6
El Jadida,2023-12-02,18.4,11.2,93,60,0.1,13.7
El Jadida,2023-12-03,18.7,12.1,86,47,0.0,19.9
El Jadida,2023-12-04,18.8,8.1,90,54,0.0,11.5
El Jadida,2023-12-05,23.0,11.9,90,43,10.7,36.9
El Jadida,2023-12-06,20.0,17.4,97,75,0.6,37.9
El Jadida,2023-12-07,19.5,15.6,98,73,0.4,14.0
El Jadida,2023-12-08,21.0,11.6,99,71,0.0,14.9
El Jadida,2023-12-09,20.6,16.2,95,73,0.0,24.4
El Jadida,2023-12-10,23.5,15.2,88,60,0.0,21.1
El Jadida,2023-12-11,23.5,13.1,100,62,0.0,11.8
El Jadida,2023-12-12,20.6,13.4,99,70,0.0,8.8
El Jadida,2023-12-13,19.4,13.8,99,75,0.7,25.1
El Jadida,2023-12-14,17.8,13.3,82,58,0.0,31.1
El Jadida,2023-12-15,18.1,9.8,87,63,0.0,19.4
El Jadida,2023-12-16,19.9,8.6,91,47,0.0,11.9
El Jadida,2023-12-17,17.5,7.2,94,64,0.0,12.0
El Jadida,2023-12-18,17.5,8.4,72,44,0.0,25.0
El Jadida,2023-12-19,17.4,9.8,85,53,0.0,22.8
El Jadida,2023-12-20,18.4,9.0,91,57,1.0,13.3
El Jadida,2023-12-21,18.4,10.9,94,60,0.7,22.5
El Jadida,2023-12-22,18.2,9.0,94,69,0.0,11.6
El Jadida,2023-12-23,18.1,9.2,98,68,0.0,14.7
El Jadida,2023-12-24,17.9,8.6,96,66,0.0,11.7
El Jadida,2023-12-25,17.7,9.1,95,67,0.0,17.7
El Jadida,2023-12-26,17.4,9.8,94,65,0.0,16.3
El Jadida,2023-12-27,18.0,9.6,89,59,0.0,19.4
El Jadida,2023-12-28,19.7,6.8,90,42,0.0,9.5
El Jadida,2023-12-29,22.5,9.6,82,26,0.0,18.3
El Jadida,2023-12-30,20.1,9.1,93,30,0.0,14.8
El Jadida,2023-12-31,19.5,8.4,91,32,0.0,13.5
El Jadida,2024-01-01,19.9,12.8,90,47,0.4,14.2
El Jadida,2024-01-02,21.6,9.2,83,36,0.0,12.2
El Jadida,2024-01-03,22.8,9.6,91,31,0.0,14.1
El Jadida,2024-01-04,20.3,12.1,93,45,1.3,21.4
El Jadida,2024-01-05,18.9,11.9,91,47,0.6,21.6
El Jadida,2024-01-06,17.9,12.1,76,47,0.0,24.8
El Jadida,2024-01-07,17.1,8.6,83,48,0.0,20.9
El Jadida,2024-01-08,17.9,7.7,87,43,0.0,11.2
El Jadida,2024-01-09,20.6,9.9,95,53,0.0,17.8
El Jadida,2024-01-10,18.9,13.9,98,78,0.0,12.2
El Jadida,2024-01-11,20.8,11.6,96,67,0.0,17.6
El Jadida,2024-01-12,28.1,10.2,95,15,0.0,17.4
El Jadida,2024-01-13,29.1,14.1,63,13,0.0,26.2
El Jadida,2024-01-14,28.4,13.4,79,9,0.0,20.9
El Jadida,2024-01-15,25.4,13.2,59,13,0.0,15.4
El Jadida,2024-01-16,23.5,16.5,81,15,4.2,36.2
El Jadida,2024-01-17,21.4,17.4,91,43,1.2,43.2
El Jadida,2024-01-18,22.0,14.6,94,60,0.0,18.4
El Jadida,2024-01-19,18.5,14.4,90,64,20.1,41.6
El Jadida,2024-01-20,18.4,12.4,92,56,1.1,23.3
El Jadida,2024-01-21,18.3,11.8,87,54,0.0,22.4
El Jadida,2024-01-22,18.0,10.9,89,60,0.0,24.8
El Jadida,2024-01-23,20.1,8.9,96,57,0.0,12.7
El Jadida,2024-01-24,19.9,8.4,93,65,0.0,12.4
El Jadida,2024-01-25,20.4,8.8,97,64,0.0,13.8
El Jadida,2024-01-26,18.8,9.9,99,59,0.0,10.9
El Jadida,2024-01-27,21.2,9.9,95,40,0.0,10.3
El Jadida,2024-01-28,22.6,9.1,93,37,0.0,11.7
El Jadida,2024-01-29,25.2,9.6,86,24,0.0,15.0
El Jadida,2024-01-30,22.1,8.6,82,35,0.0,13.3
El Jadida,2024-01-31,23.0,9.6,94,34,0.0,14.6
El Jadida,2024-02-01,20.0,10.6,98,73,0.0,12.3
El Jadida,2024-02-02,18.0,12.1,98,75,0.0,12.5
El Jadida,2024-02-03,18.0,12.0,98,66,0.0,14.7
El Jadida,2024-02-04,19.2,10.0,96,56,0.0,10.4
El Jadida,2024-02-05,18.5,11.8,98,70,0.0,8.7
El Jadida,2024-02-06,18.8,12.5,99,60,0.0,14.0
El Jadida,2024-02-07,20.4,8.1,93,43,0.0,14.1
El Jadida,2024-02-08,24.6,12.0,69,17,0.6,36.2
El Jadida,2024-02-09,21.0,15.4,90,36,26.8,58.6
El Jadida,2024-02-10,18.9,15.1,90,70,0.7,23.9
El Jadida,2024-02-11,20.4,13.6,92,59,0.2,24.3
El Jadida,2024-02-12,21.2,15.1,96,75,0.0,15.5
El Jadida,2024-02-13,21.1,14.9,95,73,0.0,25.5
El Jadida,2024-02-14,33.1,14.9,96,29,0.0,24.5
El Jadida,2024-02-15,20.9,17.1,96,66,2.4,22.0
El Jadida,2024-02-16,19.6,16.2,92,65,0.0,26.6
El Jadida,2024-02-17,19.5,14.4,86,62,0.0,28.0
El Jadida,2024-02-18,19.9,14.3,89,51,0.0,37.4
El Jadida,2024-02-19,19.9,12.3,92,66,0.0,23.9
El Jadida,2024-02-20,20.1,13.9,94,73,0.0,18.2
El Jadida,2024-02-21,21.1,11.6,96,67,0.0,16.8
El Jadida,2024-02-22,19.1,12.9,98,74,0.1,14.6
El Jadida,2024-02-23,18.0,15.2,88,57,1.4,26.9
El Jadida,2024-02-24,18.0,14.1,77,55,0.5,20.2
El Jadida,2024-02-25,18.9,10.9,89,58,0.0,14.4
El Jadida,2024-02-26,18.5,13.2,87,63,2.1,25.6
El Jadida,2024-02-27,16.4,12.9,66,43,0.0,33.5
El Jadida,2024-02-28,17.6,8.8,83,49,0.0,17.8
El Jadida,2024-02-29,18.0,10.1,89,61,0.6,26.1
El Jadida,2024-03-01,16.9,13.9,85,60,0.9,31.7
El Jadida,2024-03-02,18.1,10.6,83,47,0.0,21.1
El Jadida,2024-03-03,18.4,13.7,91,65,1.6,17.8
El Jadida,2024-03-04,19.0,10.8,91,55,0.0,21.1
El Jadida,2024-03-05,18.0,13.9,90,69,0.7,29.4
El Jadida,2024-03-06,18.9,12.9,87,60,0.0,21.3
El Jadida,2024-03-07,18.1,11.6,91,59,1.2,38.9
El Jadida,2024-03-08,18.1,13.6,64,47,0.6,26.7
El Jadida,2024-03-09,19.5,14.9,91,65,7.6,40.4
