city,date,temperature_max_celsius,temperature_min_celsius,humidity_max_percent,humidity_min_percent,precipitation_mm,wind_speed_kmh
El Jadida,2020-01-01,17.4,8.4,95,70,0.0,14.3
El Jadida,2020-01-02,16.8,10.4,98,69,0.0,10.6
El Jadida,2020-01-03,17.1,8.8,93,66,0.0,13.8
El Jadida,2020-01-04,17.0,10.9,92,63,0.0,18.3
El Jadida,2020-01-05,15.6,9.4,95,74,0.1,11.4
El Jadida,2020-01-06,16.6,8.2,98,66,0.0,19.2
El Jadida,2020-01-07,16.5,10.4,94,71,0.0,20.1
El Jadida,2020-01-08,17.0,7.2,96,78,0.0,10.0
El Jadida,2020-01-09,17.4,10.4,99,66,0.0,18.8
El Jadida,2020-01-10,17.9,13.9,89,65,0.1,23.8
El Jadida,2020-01-11,16.5,13.8,74,59,0.0,25.5
El Jadida,2020-01-12,15.8,8.6,87,55,0.0,21.9
El Jadida,2020-01-13,16.4,8.6,95,64,0.0,10.1
El Jadida,2020-01-14,18.0,7.4,97,49,0.0,12.7
El Jadida,2020-01-15,20.3,7.8,86,29,0.0,18.2
El Jadida,2020-01-16,18.5,6.0,84,45,0.0,13.7
El Jadida,2020-01-17,18.0,7.2,89,43,0.0,17.7
El Jadida,2020-01-18,17.8,6.8,96,50,0.0,13.4
El Jadida,2020-01-19,17.2,11.9,99,58,3.8,27.8
El Jadida,2020-01-20,13.9,8.9,96,72,11.9,24.5
El Jadida,2020-01-21,14.3,7.2,98,64,0.3,14.8
El Jadida,2020-01-22,15.3,9.3,93,70,2.0,25.6
El Jadida,2020-01-23,15.4,11.5,92,71,3.2,33.4
El Jadida,2020-01-24,15.6,11.9,92,80,5.4,33.6
El Jadida,2020-01-25,16.1,12.1,90,69,11.8,33.2
El Jadida,2020-01-26,16.5,10.1,93,73,0.2,14.4
El Jadida,2020-01-27,16.8,9.1,93,69,0.0,19.1
El Jadida,2020-01-28,17.8,9.1,91,68,0.0,17.1
El Jadida,2020-01-29,18.6,7.5,95,61,0.0,9.3
El Jadida,2020-01-30,20.6,7.7,91,59,0.0,14.5
El Jadida,2020-01-31,18.8,6.3,93,55,0.0,13.6
El Jadida,2020-02-01,19.5,8.5,90,63,0.0,22.4
El Jadida,2020-02-02,20.2,12.6,94,71,0.0,19.1
El Jadida,2020-02-03,23.1,9.4,97,49,0.0,15.2
El Jadida,2020-02-04,19.1,11.5,95,73,0.0,19.5
El Jadida,2020-02-05,19.7,10.4,98,74,0.0,10.6
El Jadida,2020-02-06,19.6,9.3,98,61,0.0,10.9
El Jadida,2020-02-07,18.4,12.5,97,75,0.0,15.2
El Jadida,2020-02-08,17.5,10.2,99,77,0.4,16.2
El Jadida,2020-02-09,17.9,12.8,95,75,0.0,23.5
El Jadida,2020-02-10,18.2,13.4,95,71,0.0,17.3
El Jadida,2020-02-11,19.1,10.9,97,78,0.0,13.5
El Jadida,2020-02-12,18.1,9.7,98,76,0.0,13.5
El Jadida,2020-02-13,17.6,12.1,99,73,0.0,19.9
El Jadida,2020-02-14,18.5,13.1,94,70,0.0,20.6
El Jadida,2020-02-15,18.6,13.4,95,68,0.0,17.0
El Jadida,2020-02-16,19.0,13.4,97,74,0.0,20.1
El Jadida,2020-02-17,18.5,13.9,95,69,0.0,26.4
El Jadida,2020-02-18,18.4,15.1,93,76,0.7,29.8
El Jadida,2020-02-19,18.4,14.4,93,68,0.0,19.6
El Jadida,2020-02-20,19.2,12.8,99,73,0.0,18.2
El Jadida,2020-02-21,19.0,11.6,100,65,0.0,19.2
El Jadida,2020-02-22,20.0,12.6,93,62,0.0,19.0
El Jadida,2020-02-23,23.5,10.1,95,30,0.0,13.8
El Jadida,2020-02-24,20.0,8.6,98,47,0.0,11.7
El Jadida,2020-02-25,18.2,11.9,99,69,0.0,20.1
El Jadida,2020-02-26,18.4,14.6,85,61,0.0,29.8
El Jadida,2020-02-27,18.6,13.0,92,63,0.0,26.7
El Jadida,2020-02-28,20.6,9.9,95,57,0.0,15.8
El Jadida,2020-02-29,18.2,12.6,99,64,0.3,14.6
El Jadida,2020-03-01,19.4,12.3,97,72,0.3,14.5
El Jadida,2020-03-02,19.7,13.8,100,68,0.3,12.6
El Jadida,2020-03-03,19.3,14.5,97,69,0.0,25.0
El Jadida,2020-03-04,19.2,14.0,91,68,0.0,28.5
El Jadida,2020-03-05,18.1,15.2,91,68,0.3,25.7
El Jadida,2020-03-06,18.3,15.4,75,50,0.1,28.9
El Jadida,2020-03-07,18.4,12.7,83,54,0.0,31.2
El Jadida,2020-03-08,19.4,13.8,82,52,0.0,25.9
El Jadida,2020-03-09,19.5,14.4,90,64,0.0,27.9
El Jadida,2020-03-10,19.6,13.6,95,61,0.0,24.7
El Jadida,2020-03-11,21.9,11.1,99,55,0.0,12.7
El Jadida,2020-03-12,19.0,9.9,99,70,0.0,14.1
El Jadida,2020-03-13,18.6,14.3,98,65,0.0,20.6
El Jadida,2020-03-14,18.6,14.4,91,64,0.0,16.5
El Jadida,2020-03-15,18.7,13.9,91,63,0.0,14.5
El Jadida,2020-03-16,16.6,14.6,90,49,1.0,31.4
El Jadida,2020-03-17,16.5,11.9,91,53,6.0,20.2
El Jadida,2020-03-18,15.4,9.8,97,63,8.7,15.5
El Jadida,2020-03-19,18.9,12.6,96,73,0.4,19.1
El Jadida,2020-03-20,18.0,14.3,99,71,3.9,27.1
El Jadida,2020-03-21,17.8,13.4,85,48,0.4,27.2
El Jadida,2020-03-22,16.8,12.5,93,65,1.2,13.4
El Jadida,2020-03-23,17.5,11.2,92,65,0.0,31.4
El Jadida,2020-03-24,16.5,14.0,95,71,2.3,23.8
El Jadida,2020-03-25,19.0,11.9,97,61,1.4,15.3
El Jadida,2020-03-26,19.0,12.4,95,69,0.0,24.7
El Jadida,2020-03-27,18.4,14.8,93,68,0.5,18.1
El Jadida,2020-03-28,18.5,13.9,85,51,0.4,18.8
El Jadida,2020-03-29,18.1,10.6,96,60,0.0,17.4
El Jadida,2020-03-30,19.1,10.2,94,53,1.7,35.6
El Jadida,2020-03-31,18.6,15.1,90,65,5.2,38.8
El Jadida,2020-04-01,17.9,13.8,86,61,4.2,22.8
El Jadida,2020-04-02,18.0,14.2,77,52,1.0,20.4
El Jadida,2020-04-03,18.6,11.0,88,57,0.0,26.7
El Jadida,2020-04-04,19.1,13.9,93,70,0.4,21.4
El Jadida,2020-04-05,21.0,13.8,96,67,0.0,24.2
El Jadida,2020-04-06,20.3,16.5,98,74,1.3,16.1
El Jadida,2020-04-07,20.5,16.1,98,71,0.0,25.0
El Jadida,2020-04-08,20.2,16.0,95,76,0.0,16.8
El Jadida,2020-04-09,20.3,16.7,98,74,0.0,17.6
El Jadida,2020-04-10,20.4,16.8,95,68,0.0,28.2
El Jadida,2020-04-11,20.0,16.8,88,64,0.0,23.1
El Jadida,2020-04-12,19.9,16.5,91,64,1.4,18.8
El Jadida,2020-04-13,19.1,15.5,91,61,3.0,21.7
El Jadida,2020-04-14,19.7,14.8,90,60,0.9,34.9
El Jadida,2020-04-15,20.3,15.8,89,61,0.2,32.3
El Jadida,2020-04-16,22.0,13.9,94,49,0.0,26.5
El Jadida,2020-04-17,20.3,14.8,97,58,0.2,19.0
El Jadida,2020-04-18,20.0,15.9,95,67,0.0,23.4
El Jadida,2020-04-19,19.6,16.1,90,60,0.9,20.4
El Jadida,2020-04-20,20.2,14.6,89,53,2.0,33.4
El Jadida,2020-04-21,19.5,15.0,91,43,2.2,29.2
El Jadida,2020-04-22,19.6,13.4,92,61,0.2,29.6
El Jadida,2020-04-23,19.9,15.9,91,61,0.1,22.7
El Jadida,2020-04-24,20.2,16.2,95,66,3.7,22.0
El Jadida,2020-04-25,18.4,14.4,94,66,15.5,20.7
El Jadida,2020-04-26,19.1,13.2,92,52,0.0,16.2
El Jadida,2020-04-27,20.5,12.9,94,68,0.2,20.0
El Jadida,2020-04-28,20.8,15.2,97,58,1.7,21.6
El Jadida,2020-04-29,20.4,15.9,94,63,0.8,25.6
El Jadida,2020-04-30,20.4,15.9,87,63,0.0,24.6
El Jadida,2020-05-01,21.0,17.1,91,59,0.0,28.9
El Jadida,2020-05-02,22.5,17.1,90,64,0.0,26.3
El Jadida,2020-05-03,33.4,17.0,95,23,0.0,24.5
El Jadida,2020-05-04,22.5,17.9,98,67,0.0,18.5
El Jadida,2020-05-05,21.6,17.5,98,67,0.3,22.0
El Jadida,2020-05-06,21.6,17.5,88,61,0.0,34.0
El Jadida,2020-05-07,21.9,17.5,93,67,0.0,17.1
El Jadida,2020-05-08,20.5,16.8,89,61,0.0,19.0
El Jadida,2020-05-09,21.2,15.5,93,53,0.5,23.7
El Jadida,2020-05-10,21.6,16.5,89,55,1.6,20.4
El Jadida,2020-05-11,21.9,15.9,92,53,0.7,24.2
El Jadida,2020-05-12,20.8,16.3,86,58,1.8,32.2
El Jadida,2020-05-13,20.3,16.1,91,60,7.0,40.1
El Jadida,2020-05-14,18.3,14.1,90,59,13.0,37.7
El Jadida,2020-05-15,18.1,14.9,94,61,21.4,35.5
El Jadida,2020-05-16,19.9,15.6,87,65,1.5,17.1
El Jadida,2020-05-17,20.5,15.6,93,67,0.0,26.2
El Jadida,2020-05-18,22.3,16.6,92,66,0.0,23.8
El Jadida,2020-05-19,23.2,17.0,91,67,0.0,22.2
El Jadida,2020-05-20,22.2,18.2,94,75,0.0,25.8
El Jadida,2020-05-21,21.6,18.0,95,74,0.0,24.5
El Jadida,2020-05-22,23.0,18.2,96,73,0.0,23.9
El Jadida,2020-05-23,25.0,19.0,93,62,0.0,23.2
El Jadida,2020-05-24,24.5,17.6,94,60,0.0,20.4
El Jadida,2020-05-25,25.5,17.0,99,54,0.0,18.9
El Jadida,2020-05-26,23.9,18.0,100,74,0.0,14.2
El Jadida,2020-05-27,23.5,18.5,100,73,0.0,13.9
El Jadida,2020-05-28,22.8,18.1,98,70,0.0,17.3
El Jadida,2020-05-29,22.2,18.2,96,67,0.0,17.7
El Jadida,2020-05-30,22.2,19.4,91,67,0.0,20.3
El Jadida,2020-05-31,23.5,19.0,92,62,0.0,28.8
El Jadida,2020-06-01,23.5,17.6,94,59,0.0,18.3
El Jadida,2020-06-02,23.4,16.9,100,56,0.0,16.4
El Jadida,2020-06-03,23.4,17.0,98,62,0.0,12.8
El Jadida,2020-06-04,23.8,18.7,94,62,1.4,21.1
El Jadida,2020-06-05,23.6,17.8,94,57,0.0,19.9
El Jadida,2020-06-06,25.7,18.2,89,59,0.4,32.2
El Jadida,2020-06-07,23.6,20.1,86,68,1.7,26.1
El Jadida,2020-06-08,23.0,19.0,94,66,1.8,25.8
El Jadida,2020-06-09,22.3,18.6,68,47,0.0,19.1
El Jadida,2020-06-10,22.4,18.7,77,54,0.1,18.0
El Jadida,2020-06-11,22.5,18.6,72,48,0.5,16.8
El Jadida,2020-06-12,21.7,18.6,87,66,3.8,25.6
El Jadida,2020-06-13,22.8,17.2,95,65,1.3,16.5
El Jadida,2020-06-14,23.8,17.5,95,52,0.0,22.1
El Jadida,2020-06-15,23.7,17.4,91,60,0.0,24.5
El Jadida,2020-06-16,23.6,19.5,81,59,0.0,23.9
El Jadida,2020-06-17,24.0,20.0,85,61,0.0,24.8
El Jadida,2020-06-18,23.1,19.7,83,62,0.3,23.5
El Jadida,2020-06-19,22.9,19.5,81,56,0.1,27.6
El Jadida,2020-06-20,23.5,19.3,87,61,0.0,24.8
El Jadida,2020-06-21,24.2,19.5,94,67,0.0,29.4
El Jadida,2020-06-22,24.9,19.5,95,68,0.0,21.1
El Jadida,2020-06-23,24.0,19.8,97,70,0.0,22.6
El Jadida,2020-06-24,23.4,20.4,93,70,0.3,19.2
El Jadida,2020-06-25,23.1,20.1,92,68,1.2,20.7
El Jadida,2020-06-26,23.2,20.0,79,59,0.0,24.7
El Jadida,2020-06-27,23.8,19.3,84,60,0.0,28.1
El Jadida,2020-06-28,24.5,20.5,87,67,0.0,27.6
El Jadida,2020-06-29,24.5,20.5,93,71,0.0,22.1
El Jadida,2020-06-30,23.7,20.1,95,70,0.0,17.1
El Jadida,2020-07-01,23.8,19.8,95,67,0.0,23.4
El Jadida,2020-07-02,23.8,20.2,91,69,0.0,27.1
El Jadida,2020-07-03,23.6,19.6,92,68,0.0,30.4
El Jadida,2020-07-04,24.1,18.9,98,66,0.0,21.7
El Jadida,2020-07-05,25.5,20.5,100,67,0.0,19.6
El Jadida,2020-07-06,27.6,20.1,100,61,0.0,24.2
El Jadida,2020-07-07,30.7,21.0,90,46,0.0,22.8
El Jadida,2020-07-08,24.2,19.9,94,71,0.0,21.7
El Jadida,2020-07-09,23.2,19.5,83,61,0.0,24.4
El Jadida,2020-07-10,24.6,20.0,95,63,0.0,25.9
El Jadida,2020-07-11,25.7,20.4,98,66,0.0,20.6
El Jadida,2020-07-12,25.7,21.2,98,71,0.0,23.1
El Jadida,2020-07-13,25.8,21.2,96,71,0.0,24.0
El Jadida,2020-07-14,26.4,20.4,99,69,0.0,21.3
El Jadida,2020-07-15,26.0,21.6,96,70,0.0,19.9
El Jadida,2020-07-16,27.7,20.9,100,65,0.0,14.0
El Jadida,2020-07-17,26.6,21.0,100,64,0.0,18.7
El Jadida,2020-07-18,26.2,21.1,99,67,0.0,19.0
El Jadida,2020-07-19,26.7,21.8,99,70,0.0,25.3
El Jadida,2020-07-20,26.3,21.8,98,65,0.0,19.6
El Jadida,2020-07-21,24.7,20.8,95,57,0.0,17.7
El Jadida,2020-07-22,25.5,20.5,97,65,0.0,24.6
El Jadida,2020-07-23,26.4,22.1,93,67,0.0,24.3
El Jadida,2020-07-24,26.5,21.3,96,65,0.0,21.5
El Jadida,2020-07-25,25.9,21.4,93,67,0.0,20.7
El Jadida,2020-07-26,26.3,21.0,98,66,0.0,16.4
El Jadida,2020-07-27,25.8,20.3,98,65,0.0,21.1
El Jadida,2020-07-28,25.0,21.8,91,66,0.0,22.4
El Jadida,2020-07-29,25.0,21.4,85,65,0.0,20.2
El Jadida,2020-07-30,25.1,21.5,91,66,0.0,20.9
El Jadida,2020-07-31,26.1,21.8,92,69,0.0,24.6
El Jadida,2020-08-01,27.0,22.0,92,62,0.0,25.3
El Jadida,2020-08-02,26.5,22.0,94,65,0.0,28.2
El Jadida,2020-08-03,25.5,20.9,89,61,0.0,27.3
El Jadida,2020-08-04,25.2,21.6,88,66,0.0,23.2
El Jadida,2020-08-05,25.6,20.6,96,64,0.0,16.1
El Jadida,2020-08-06,25.8,21.2,98,66,0.0,18.5
El Jadida,2020-08-07,25.8,22.0,89,65,0.0,21.8
El Jadida,2020-08-08,25.5,21.9,85,64,0.0,22.1
El Jadida,2020-08-09,25.3,22.0,88,69,0.0,20.2
El Jadida,2020-08-10,24.9,21.6,87,65,0.0,20.8
El Jadida,2020-08-11,24.4,20.8,86,58,0.2,19.8
El Jadida,2020-08-12,24.9,21.0,76,59,0.0,27.0
El Jadida,2020-08-13,24.5,21.1,79,58,0.0,24.1
El Jadida,2020-08-14,24.6,20.6,84,64,0.0,24.2
El Jadida,2020-08-15,24.4,20.4,85,57,0.0,28.0
El Jadida,2020-08-16,24.8,20.3,81,57,0.0,28.5
El Jadida,2020-08-17,25.6,20.5,91,66,0.0,30.0
El Jadida,2020-08-18,25.2,21.1,93,69,0.0,26.1
El Jadida,2020-08-19,25.8,20.5,96,67,0.0,24.5
El Jadida,2020-08-20,25.5,20.6,96,63,0.0,20.5
El Jadida,2020-08-21,25.4,20.4,98,68,0.0,28.7
El Jadida,2020-08-22,25.9,21.3,97,71,0.0,28.6
El Jadida,2020-08-23,26.9,20.5,96,63,0.0,28.1
El Jadida,2020-08-24,26.2,21.0,97,66,0.0,26.1
El Jadida,2020-08-25,26.3,21.6,100,69,0.0,24.4
El Jadida,2020-08-26,28.5,21.5,100,58,0.0,25.7
El Jadida,2020-08-27,28.5,21.9,98,57,0.0,24.4
El Jadida,2020-08-28,24.8,19.9,98,67,0.0,24.2
El Jadida,2020-08-29,23.4,20.5,91,58,0.0,30.6
El Jadida,2020-08-30,25.6,20.0,91,54,0.0,31.1
El Jadida,2020-08-31,26.6,21.1,95,54,0.0,26.9
El Jadida,2020-09-01,25.6,20.5,97,62,0.0,18.2
El Jadida,2020-09-02,24.2,18.5,96,64,0.0,21.2
El Jadida,2020-09-03,25.2,18.1,100,69,0.0,11.5
El Jadida,2020-09-04,24.8,19.6,99,68,0.0,20.1
El Jadida,2020-09-05,24.9,19.5,100,70,0.0,16.2
El Jadida,2020-09-06,25.6,21.0,98,62,0.0,14.9
El Jadida,2020-09-07,26.6,19.6,100,59,0.0,16.6
El Jadida,2020-09-08,27.1,20.3,100,60,0.0,21.5
El Jadida,2020-09-09,26.0,18.0,100,69,0.0,16.5
El Jadida,2020-09-10,25.6,21.0,100,68,0.0,19.6
El Jadida,2020-09-11,25.5,20.5,97,67,0.0,19.6
El Jadida,2020-09-12,25.3,19.9,97,66,0.0,15.7
El Jadida,2020-09-13,25.5,19.3,100,63,0.0,16.6
El Jadida,2020-09-14,25.1,20.0,99,65,0.0,19.2
El Jadida,2020-09-15,25.4,20.4,93,60,0.0,24.1
El Jadida,2020-09-16,25.1,20.9,96,70,0.0,13.6
El Jadida,2020-09-17,25.4,21.7,90,61,1.7,15.3
El Jadida,2020-09-18,25.6,20.2,94,59,0.6,27.7
El Jadida,2020-09-19,25.2,17.0,99,53,0.0,15.5
El Jadida,2020-09-20,24.6,20.4,89,59,0.0,29.0
El Jadida,2020-09-21,25.4,19.7,95,63,0.0,24.8
El Jadida,2020-09-22,26.5,20.4,97,58,0.0,21.7
El Jadida,2020-09-23,30.0,21.2,94,27,0.0,26.7
El Jadida,2020-09-24,27.9,21.5,79,50,0.0,23.4
El Jadida,2020-09-25,26.5,19.2,97,64,0.0,31.2
El Jadida,2020-09-26,23.9,19.8,91,63,0.0,24.7
El Jadida,2020-09-27,23.3,19.2,88,63,0.0,27.5
El Jadida,2020-09-28,23.6,18.4,93,62,0.0,19.8
El Jadida,2020-09-29,24.5,18.8,96,64,0.0,17.3
El Jadida,2020-09-30,23.9,19.7,98,69,0.0,14.1
El Jadida,2020-10-01,23.2,19.2,95,60,0.2,21.7
El Jadida,2020-10-02,23.4,18.6,97,56,2.6,14.5
El Jadida,2020-10-03,22.2,18.1,93,53,0.5,24.5
El Jadida,2020-10-04,22.0,15.4,80,49,0.0,23.0
El Jadida,2020-10-05,22.9,16.2,89,59,0.0,30.8
El Jadida,2020-10-06,22.9,16.7,89,64,0.0,25.1
El Jadida,2020-10-07,24.0,15.6,94,64,0.0,15.5
El Jadida,2020-10-08,24.0,17.2,98,67,0.0,12.8
El Jadida,2020-10-09,23.6,18.6,100,69,0.0,14.4
El Jadida,2020-10-10,23.2,18.7,100,70,0.0,18.7
El Jadida,2020-10-11,23.6,19.3,98,69,0.0,19.4
El Jadida,2020-10-12,24.2,18.0,99,65,0.0,22.2
El Jadida,2020-10-13,23.2,16.5,96,59,0.0,19.6
El Jadida,2020-10-14,22.1,16.1,92,60,0.1,20.3
El Jadida,2020-10-15,21.0,17.6,89,52,0.1,20.5
El Jadida,2020-10-16,20.8,15.9,84,49,0.1,13.3
El Jadida,2020-10-17,21.1,15.1,89,47,0.0,17.9
El Jadida,2020-10-18,23.1,15.2,93,47,0.0,15.5
El Jadida,2020-10-19,23.7,16.5,77,48,0.0,21.3
El Jadida,2020-10-20,28.0,17.8,92,32,5.5,55.5
El Jadida,2020-10-21,22.9,18.1,95,65,1.1,29.7
El Jadida,2020-10-22,21.2,16.7,93,65,3.0,22.3
El Jadida,2020-10-23,21.4,14.3,94,56,0.0,15.8
El Jadida,2020-10-24,21.8,14.2,95,61,0.0,24.5
El Jadida,2020-10-25,20.8,14.8,95,56,0.0,14.1
El Jadida,2020-10-26,19.9,13.4,92,70,0.8,19.3
El Jadida,2020-10-27,20.2,15.1,84,49,0.0,23.3
El Jadida,2020-10-28,20.7,14.2,86,53,0.0,25.4
El Jadida,2020-10-29,22.2,14.9,91,56,0.0,16.3
El Jadida,2020-10-30,23.2,12.9,100,57,0.0,11.6
El Jadida,2020-10-31,21.8,16.1,100,75,0.0,14.0
El Jadida,2020-11-01,21.9,16.9,97,64,0.0,23.2
El Jadida,2020-11-02,22.1,16.4,97,74,0.0,19.5
El Jadida,2020-11-03,22.0,15.9,99,74,0.7,22.0
El Jadida,2020-11-04,20.5,15.7,95,76,6.9,15.4
El Jadida,2020-11-05,20.8,14.5,95,59,5.3,27.7
El Jadida,2020-11-06,21.0,15.3,86,57,2.4,34.0
El Jadida,2020-11-07,21.9,14.6,93,61,0.8,35.8
El Jadida,2020-11-08,20.9,14.2,91,67,0.0,11.2
El Jadida,2020-11-09,19.9,12.4,98,78,0.0,16.8
El Jadida,2020-11-10,20.5,16.1,96,67,0.0,26.0
El Jadida,2020-11-11,20.6,12.1,99,63,0.0,14.2
El Jadida,2020-11-12,22.4,14.2,99,52,0.0,14.0
El Jadida,2020-11-13,21.4,15.9,94,64,0.2,15.0
El Jadida,2020-11-14,26.9,14.9,95,49,0.1,16.5
El Jadida,2020-11-15,31.4,18.5,83,28,0.0,22.5
El Jadida,2020-11-16,29.6,18.0,73,34,0.0,16.2
El Jadida,2020-11-17,27.5,15.1,71,35,0.0,17.0
El Jadida,2020-11-18,24.1,15.4,89,39,0.0,16.6
El Jadida,2020-11-19,21.3,14.8,95,65,0.0,13.2
El Jadida,2020-11-20,24.0,12.8,98,51,0.0,11.3
El Jadida,2020-11-21,22.3,12.4,99,56,0.0,14.5
El Jadida,2020-11-22,19.8,12.2,100,70,0.0,11.0
El Jadida,2020-11-23,20.1,14.2,100,68,0.0,8.7
El Jadida,2020-11-24,19.8,14.9,99,73,0.0,11.0
El Jadida,2020-11-25,21.0,13.9,99,57,14.6,35.0
El Jadida,2020-11-26,14.4,11.3,91,68,12.2,27.2
El Jadida,2020-11-27,16.5,11.0,91,62,4.7,18.7
El Jadida,2020-11-28,18.1,12.6,91,71,1.0,27.4
El Jadida,2020-11-29,17.3,13.6,95,77,6.3,26.8
El Jadida,2020-11-30,21.1,13.7,90,54,4.3,18.3
El Jadida,2020-12-01,24.5,14.6,93,43,0.1,24.2
El Jadida,2020-12-02,21.6,13.8,81,48,0.0,14.0
El Jadida,2020-12-03,19.5,13.5,93,62,0.0,15.2
El Jadida,2020-12-04,18.1,15.2,90,67,3.0,29.6
El Jadida,2020-12-05,15.4,13.6,74,56,2.3,32.6
El Jadida,2020-12-06,15.9,10.4,92,63,0.4,13.7
El Jadida,2020-12-07,17.4,11.1,92,71,0.1,16.1
El Jadida,2020-12-08,18.3,13.8,96,73,2.9,10.1
El Jadida,2020-12-09,18.5,12.9,96,76,0.4,11.9
El Jadida,2020-12-10,18.9,12.8,97,73,0.2,12.4
El Jadida,2020-12-11,19.4,14.7,96,84,1.0,13.0
El Jadida,2020-12-12,19.0,13.9,100,78,0.1,18.4
El Jadida,2020-12-13,19.4,15.4,96,76,0.0,18.8
El Jadida,2020-12-14,19.0,14.6,97,76,0.5,23.9
El Jadida,2020-12-15,18.4,12.4,99,78,0.3,15.6
El Jadida,2020-12-16,18.1,10.7,98,65,11.2,35.9
El Jadida,2020-12-17,16.2,14.3,90,64,3.3,23.6
El Jadida,2020-12-18,17.0,10.4,94,74,0.0,9.7
El Jadida,2020-12-19,16.6,9.4,99,72,0.0,11.9
El Jadida,2020-12-20,17.6,13.3,90,76,0.1,20.3
El Jadida,2020-12-21,17.6,13.4,93,68,0.0,21.5
El Jadida,2020-12-22,19.7,10.7,100,67,0.0,15.0
El Jadida,2020-12-23,19.4,10.6,95,67,0.0,15.3
El Jadida,2020-12-24,18.8,13.1,96,71,0.0,17.6
El Jadida,2020-12-25,18.3,12.5,93,65,0.0,19.1
El Jadida,2020-12-26,18.0,11.4,94,75,0.0,17.1
El Jadida,2020-12-27,17.1,10.2,98,67,0.0,13.6
El Jadida,2020-12-28,16.6,8.0,96,67,0.0,13.9
El Jadida,2020-12-29,16.1,12.2,92,67,6.3,13.0
El Jadida,2020-12-30,15.8,11.3,93,63,0.7,26.0
El Jadida,2020-12-31,15.5,8.7,80,63,0.0,19.2
El Jadida,2021-01-01,15.1,8.8,92,70,0.9,14.8
El Jadida,2021-01-02,14.7,11.1,90,58,1.2,14.7
El Jadida,2021-01-03,14.6,7.9,88,58,0.0,24.0
El Jadida,2021-01-04,14.6,7.1,85,51,0.0,17.4
El Jadida,2021-01-05,17.5,10.2,94,71,6.7,40.6
El Jadida,2021-01-06,17.5,14.3,96,82,29.1,42.3
El Jadida,2021-01-07,19.1,16.0,95,82,15.8,37.5
El Jadida,2021-01-08,18.9,12.8,92,76,16.0,48.9
El Jadida,2021-01-09,13.6,11.0,86,60,11.8,33.9
El Jadida,2021-01-10,12.8,10.5,84,63,16.2,34.1
El Jadida,2021-01-11,14.1,8.9,82,57,0.8,13.5
El Jadida,2021-01-12,14.6,6.4,85,56,0.0,20.1
El Jadida,2021-01-13,14.9,6.8,84,63,0.0,17.7
El Jadida,2021-01-14,14.9,7.2,89,62,0.0,12.8
El Jadida,2021-01-15,15.7,8.2,89,65,0.1,16.3
El Jadida,2021-01-16,15.6,6.9,91,69,0.0,18.4
El Jadida,2021-01-17,15.1,6.7,95,73,0.0,13.0
El Jadida,2021-01-18,14.9,6.1,98,74,0.0,10.7
El Jadida,2021-01-19,16.0,6.9,97,69,0.0,14.8
El Jadida,2021-01-20,17.4,10.6,89,70,3.7,35.4
El Jadida,2021-01-21,17.7,14.0,96,81,1.6,29.0
El Jadida,2021-01-22,18.2,14.0,98,86,1.2,19.3
El Jadida,2021-01-23,17.0,10.6,99,72,0.0,10.0
El Jadida,2021-01-24,17.8,9.1,96,75,0.0,9.3
El Jadida,2021-01-25,17.2,11.8,98,82,0.0,11.7
El Jadida,2021-01-26,18.3,12.2,98,82,0.0,23.3
El Jadida,2021-01-27,18.7,14.1,96,81,0.0,26.9
El Jadida,2021-01-28,19.0,14.4,97,84,0.0,21.8
El Jadida,2021-01-29,17.5,12.9,99,83,0.0,9.1
El Jadida,2021-01-30,17.9,12.6,99,83,0.0,12.7
El Jadida,2021-01-31,17.5,13.6,92,68,0.0,16.3
El Jadida,2021-02-01,18.1,12.3,94,74,0.0,21.8
El Jadida,2021-02-02,17.7,13.7,96,79,0.0,17.9
El Jadida,2021-02-03,16.8,11.4,99,78,0.0,9.3
El Jadida,2021-02-04,17.2,10.7,98,75,0.4,14.7
El Jadida,2021-02-05,14.1,11.9,96,78,10.8,33.3
El Jadida,2021-02-06,14.5,11.6,94,68,11.0,18.1
El Jadida,2021-02-07,16.4,11.4,91,56,3.9,16.6
El Jadida,2021-02-08,16.5,12.5,93,80,2.1,31.4
El Jadida,2021-02-09,17.6,14.1,95,84,2.2,31.5
El Jadida,2021-02-10,18.1,12.8,99,77,0.0,16.2
El Jadida,2021-02-11,17.4,10.9,100,80,0.0,12.5
El Jadida,2021-02-12,18.1,10.8,98,78,0.0,22.1
El Jadida,2021-02-13,17.4,12.4,96,74,0.0,29.8
El Jadida,2021-02-14,20.8,10.9,92,62,0.0,17.4
El Jadida,2021-02-15,21.9,9.4,96,66,0.0,15.7
El Jadida,2021-02-16,18.8,9.2,99,76,0.0,10.1
El Jadida,2021-02-17,17.6,12.3,98,80,0.0,13.0
El Jadida,2021-02-18,17.2,10.9,99,76,0.0,12.1
El Jadida,2021-02-19,17.6,9.8,100,75,0.0,9.5
El Jadida,2021-02-20,21.5,9.1,94,33,0.0,18.7
El Jadida,2021-02-21,17.7,11.4,91,58,17.5,39.1
El Jadida,2021-02-22,17.4,10.4,91,55,0.5,14.9
El Jadida,2021-02-23,18.5,9.6,91,56,0.0,24.1
El Jadida,2021-02-24,17.5,7.3,89,64,0.0,17.7
El Jadida,2021-02-25,17.5,10.9,97,73,2.6,19.4
